Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Festival Delight,5/2/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3140,1.5%,46,25,1148,17,35740,41,9,10
Festival Delight,5/3/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3840,1.4%,53,3,157,10,12316,66,2,3
Festival Delight,5/4/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,312,1.5%,5,30,146,17,23545,59,13,10
Festival Delight,5/5/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1471,1.5%,23,19,435,21,15455,30,22,10
Festival Delight,5/6/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2320,1.4%,32,38,1209,14,17870,27,13,7
Festival Delight,5/7/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1032,1.0%,10,15,152,0,0,14,16,3
Festival Delight,5/8/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2070,1.5%,31,32,982,0,0,11,9,23
Festival Delight,5/9/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3173,1.5%,48,43,2034,14,8452,65,11,3
Festival Delight,5/10/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3223,1.0%,32,42,1336,10,9901,23,2,3
Festival Delight,5/11/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1271,2.0%,26,2,58,24,27771,22,13,13
Festival Delight,5/12/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4516,1.0%,47,12,546,21,15938,27,16,3
Festival Delight,5/13/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4705,1.0%,45,16,722,21,28375,57,16,7
Festival Delight,5/14/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2734,1.7%,48,29,1396,10,10867,5,11,3
Festival Delight,5/15/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3205,1.4%,43,28,1221,0,0,47,9,3
Festival Delight,5/16/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2882,1.2%,35,36,1255,0,0,16,9,7
Festival Delight,5/17/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1991,1.2%,25,22,556,24,22941,34,11,3
Festival Delight,5/18/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4358,1.1%,48,18,869,21,15938,14,11,13
Festival Delight,5/19/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3287,2.1%,70,0,0,7,4951,14,7,0
Festival Delight,5/20/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4060,1.3%,52,25,1313,0,0,39,0,13
Festival Delight,5/21/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2867,1.1%,31,42,1319,14,13040,17,7,3
Festival Delight,5/22/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4915,0.8%,40,39,1559,24,27771,73,22,3
Festival Delight,5/23/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4557,1.3%,59,28,1671,21,17870,71,9,7
Festival Delight,5/24/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2959,1.2%,35,2,66,17,19561,59,11,7
Festival Delight,5/25/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2888,1.9%,56,11,629,17,22821,64,13,7
Festival Delight,5/26/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2732,0.8%,23,31,722,0,0,58,2,7
Festival Delight,5/27/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2119,1.3%,28,36,1007,21,24753,37,4,3
Festival Delight,5/28/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2558,2.1%,53,36,1906,17,28979,48,16,0
Festival Delight,5/29/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3385,1.8%,60,2,136,10,6762,49,2,3
Festival Delight,5/30/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4937,1.4%,70,7,526,21,18836,5,13,7
Festival Delight,5/31/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4201,1.5%,61,25,1536,21,40449,50,11,7
Festival Delight,6/1/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2185,1.0%,21,10,218,0,0,31,9,0
Festival Delight,6/2/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2499,0.6%,15,3,40,21,18353,68,13,3
Festival Delight,6/3/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2673,0.9%,23,25,595,14,15576,52,9,0
Festival Delight,6/4/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3423,1.4%,47,40,1908,0,0,27,22,7
Festival Delight,6/5/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2624,1.5%,39,11,425,14,24270,34,13,13
Festival Delight,6/6/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3267,1.6%,52,4,195,14,28979,52,0,13
Festival Delight,6/7/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2768,1.0%,29,19,551,14,28979,54,22,3
Festival Delight,6/8/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4362,1.7%,73,16,1173,14,12074,58,22,7
Festival Delight,6/9/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4346,1.7%,73,20,1450,17,35740,0,13,20
Festival Delight,6/10/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4068,1.0%,42,28,1150,7,5916,16,2,3
Festival Delight,6/11/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2014,1.4%,28,13,359,21,43468,38,18,0
Festival Delight,6/12/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2690,1.2%,33,27,890,10,18353,9,2,0
Festival Delight,6/13/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1636,1.0%,16,22,350,10,17146,43,20,10
Festival Delight,6/14/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3559,1.0%,35,4,143,14,24994,58,18,7
Festival Delight,6/15/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4415,0.8%,35,1,52,7,7848,28,2,13
Festival Delight,6/16/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3597,1.7%,60,6,380,7,3743,30,13,7
Festival Delight,6/17/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1862,1.4%,25,41,1040,21,33325,58,2,10
Festival Delight,6/18/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2681,1.3%,34,34,1167,21,26081,36,18,10
Festival Delight,6/19/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3459,1.5%,54,40,2163,0,0,60,27,17
Festival Delight,6/20/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3785,1.5%,57,3,193,21,30186,22,4,10
Festival Delight,6/21/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4107,1.7%,71,8,561,10,5313,22,11,0
Festival Delight,6/22/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4088,1.2%,50,26,1309,7,5433,62,25,3
Festival Delight,6/23/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1442,1.4%,21,14,292,10,6037,58,20,0
Heritage Exclusive Sale,6/24/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1150,1.5%,17,24,404,7,2536,66,2,23
Heritage Exclusive Sale,6/25/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2188,0.9%,20,48,933,17,39000,53,18,13
Heritage Exclusive Sale,6/26/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,482,1.6%,8,27,207,17,27771,48,0,3
Heritage Exclusive Sale,6/27/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1420,0.8%,11,43,491,3,3139,63,2,23
Heritage Exclusive Sale,6/28/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2749,1.5%,41,37,1515,10,9539,33,2,3
Heritage Exclusive Sale,6/29/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,488,0.7%,3,5,17,17,26201,74,7,17
Heritage Exclusive Sale,6/30/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,819,1.3%,10,27,277,21,39121,16,0,13
Heritage Exclusive Sale,7/1/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1058,1.4%,14,47,683,14,7003,27,22,7
Heritage Exclusive Sale,7/2/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,292,1.3%,4,11,43,3,2656,62,13,7
Heritage Exclusive Sale,7/3/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1936,1.3%,24,47,1137,3,724,34,2,13
Heritage Exclusive Sale,7/4/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1115,1.5%,17,9,145,14,14127,36,9,17
Heritage Exclusive Sale,7/5/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,287,1.1%,3,10,32,7,241,85,2,3
Heritage Exclusive Sale,7/6/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,761,1.0%,8,10,74,14,14127,68,11,7
Heritage Exclusive Sale,7/7/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1590,1.4%,22,40,894,10,13161,73,7,3
Heritage Exclusive Sale,7/8/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1048,1.3%,14,17,237,3,3743,68,11,3
Heritage Exclusive Sale,7/9/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1896,0.9%,16,12,190,14,32842,39,4,10
Heritage Exclusive Sale,7/10/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,862,0.9%,8,13,103,14,18112,66,16,3
Heritage Exclusive Sale,7/11/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1472,1.1%,16,51,817,3,5192,55,20,3
Heritage Exclusive Sale,7/12/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,473,1.6%,8,5,37,17,16300,75,9,7
Heritage Exclusive Sale,7/13/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,904,1.6%,14,22,308,21,24270,73,13,27
Heritage Exclusive Sale,7/14/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1226,1.5%,19,48,882,7,2536,57,16,0
Heritage Exclusive Sale,7/15/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,297,1.4%,4,33,138,3,2415,42,16,3
Heritage Exclusive Sale,7/16/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,518,1.7%,9,41,351,7,8935,34,7,20
Heritage Exclusive Sale,7/17/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,527,1.2%,6,25,158,3,3743,68,4,13
Heritage Exclusive Sale,7/18/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1945,0.9%,17,29,497,3,3622,48,7,7
Heritage Exclusive Sale,7/19/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1185,0.6%,7,9,67,17,21009,64,11,23
Heritage Exclusive Sale,7/20/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,329,1.5%,5,33,156,7,13040,82,16,3
Heritage Exclusive Sale,7/21/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1089,1.9%,21,18,373,3,4588,86,2,10
Heritage Exclusive Sale,7/22/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1374,0.6%,8,9,75,7,1690,52,16,17
Heritage Exclusive Sale,7/23/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,424,1.0%,4,5,20,7,3260,82,4,7
Heritage Exclusive Sale,7/24/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2356,1.7%,39,8,324,3,241,53,0,3
Heritage Exclusive Sale,7/25/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,592,1.5%,9,47,425,7,6520,20,4,10
Heritage Exclusive Sale,7/26/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,452,1.2%,5,32,174,7,845,85,11,0
Heritage Exclusive Sale,7/27/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1335,1.6%,22,22,476,14,15214,25,0,0
Heritage Exclusive Sale,7/28/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2035,1.6%,32,5,170,10,11229,26,16,27
Heritage Exclusive Sale,7/29/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,969,0.8%,8,15,116,7,362,71,4,40
Heritage Exclusive Sale,7/30/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2372,0.8%,19,29,551,10,3864,80,18,7
Heritage Exclusive Sale,7/31/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1099,1.6%,17,19,336,14,11229,20,4,7
Heritage Exclusive Sale,8/1/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1609,1.2%,19,24,452,3,7003,36,27,30
Heritage Exclusive Sale,8/2/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1447,1.6%,23,29,673,7,4105,58,0,7
Heritage Exclusive Sale,8/3/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,242,1.0%,3,10,26,17,25718,21,7,7
Heritage Exclusive Sale,8/4/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,89,0.7%,1,20,13,21,23666,30,2,10
Heritage Exclusive Sale,8/5/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1754,1.3%,22,35,789,14,10384,33,16,13
Heritage Exclusive Sale,8/6/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,704,1.8%,13,39,497,21,15334,41,9,10
Heritage Exclusive Sale,8/7/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,662,1.3%,8,23,193,14,18232,100,18,10
Heritage Exclusive Sale,8/8/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1285,1.3%,17,32,547,3,6641,47,13,20
Heritage Exclusive Sale,8/9/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2040,1.3%,26,40,1053,17,38397,36,11,3
Heritage Exclusive Sale,8/10/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1539,1.3%,20,6,118,14,35016,42,11,7
Heritage Exclusive Sale,8/11/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1091,1.0%,11,21,219,7,11833,81,20,3
Heritage Exclusive Sale,8/12/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2557,1.6%,40,21,841,21,37914,47,25,7
Heritage Exclusive Sale,8/13/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3278,1.2%,39,49,1910,10,9539,42,13,10
Heritage Exclusive Sale,8/14/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,258,1.1%,3,39,106,17,18715,66,22,13
Heritage Exclusive Sale,8/15/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,872,1.3%,11,32,356,3,483,22,7,17
Heritage Exclusive Sale,8/16/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1914,1.4%,27,27,719,7,7848,92,20,7
Heritage Exclusive Sale,8/17/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1648,1.0%,17,41,686,3,4468,60,20,10
Heritage Exclusive Sale,8/18/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,68,1.6%,1,4,5,7,5916,28,16,0
Heritage Exclusive Sale,8/19/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,902,1.7%,16,20,313,14,11954,75,25,3
Heritage Exclusive Sale,8/20/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1060,1.3%,13,34,458,3,6520,30,7,10
Heritage Exclusive Sale,8/21/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,372,0.9%,3,16,54,3,6279,59,2,10
Heritage Exclusive Sale,8/22/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,41,1.4%,1,37,22,17,32842,39,7,0
Heritage Exclusive Sale,8/23/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1140,0.6%,6,52,333,17,31152,30,4,0
Heritage Exclusive Sale,8/24/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1600,1.2%,19,27,517,17,41777,32,13,3
Heritage Exclusive Sale,8/25/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1611,1.7%,27,37,1028,7,7607,48,22,7
Heritage Exclusive Sale,8/26/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,64,1.4%,1,16,14,21,17629,38,13,27
Heritage Exclusive Sale,8/27/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,181,1.0%,2,29,53,14,14006,18,16,0
Heritage Exclusive Sale,8/28/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,705,1.6%,12,8,96,7,6762,57,4,7
Heritage Exclusive Sale,8/29/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1716,1.7%,30,10,292,17,20285,49,16,3
Heritage Exclusive Sale,8/30/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,973,1.7%,16,18,290,7,7365,30,2,0
Heritage Exclusive Sale,8/31/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1984,1.5%,29,49,1429,14,20768,57,4,3
Heritage Exclusive Sale,9/1/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1363,1.5%,21,12,245,21,26201,53,13,23
Heritage Exclusive Sale,9/2/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,240,1.3%,3,51,156,10,21975,60,16,0
Heritage Exclusive Sale,9/3/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1314,1.3%,18,18,308,3,604,73,18,17
Heritage Exclusive Sale,9/4/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,398,1.5%,6,43,259,7,2898,95,9,7
Heritage Exclusive Sale,9/5/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,741,1.5%,11,4,50,21,22458,41,0,10
Heritage Exclusive Sale,9/6/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1682,1.7%,28,25,700,10,9177,73,13,10
Heritage Exclusive Sale,9/7/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,650,1.6%,10,18,186,10,17991,81,7,3
Heritage Exclusive Sale,9/8/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,467,1.1%,5,51,274,3,3622,58,4,33
Heritage Exclusive Sale,9/9/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1519,1.7%,26,20,507,3,2294,16,18,13
Heritage Exclusive Sale,9/10/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2484,1.5%,38,29,1100,7,6520,63,2,0
Heritage Exclusive Sale,9/11/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,660,1.4%,9,8,74,10,7365,49,25,7
Heritage Exclusive Sale,9/12/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,539,1.2%,7,18,118,17,29945,34,0,3
Heritage Exclusive Sale,9/13/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,958,1.7%,16,6,102,7,1087,65,13,20
Heritage Exclusive Sale,9/14/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,214,1.2%,3,30,77,7,966,89,2,7
Heritage Exclusive Sale,9/15/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1712,1.5%,25,43,1065,17,36344,44,9,23
Heritage Exclusive Sale,9/16/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,652,1.3%,9,24,210,3,121,81,2,13
Heritage Exclusive Sale,9/17/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,501,1.5%,7,46,344,3,2173,54,11,3
Heritage Exclusive Sale,9/18/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,525,1.1%,6,31,172,17,27530,91,2,7
Heritage Exclusive Sale,9/19/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,403,1.5%,6,7,47,10,12195,42,4,3
Heritage Exclusive Sale,9/20/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,539,1.0%,6,16,86,3,2777,32,11,10
Heritage Exclusive Sale,9/21/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,2500,0.8%,20,30,580,21,38638,60,13,3
Heritage Exclusive Sale,9/22/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,1722,0.9%,15,43,634,14,12074,60,9,0
Heritage Exclusive Sale,9/23/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,534,0.7%,4,37,142,7,10746,71,9,10
Spice Bazaar ,9/24/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5831,1.7%,101,19,1972,10,21372,36,18,20
Spice Bazaar ,9/25/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5924,1.6%,94,26,2471,14,13523,79,7,20
Spice Bazaar ,9/26/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5102,1.2%,62,18,1120,21,19319,75,31,13
Spice Bazaar ,9/27/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5905,1.3%,76,0,28,21,45279,34,36,17
Spice Bazaar ,9/28/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4377,1.1%,47,46,2187,10,25598,63,25,10
Spice Bazaar ,9/29/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,7419,1.5%,111,1,83,10,23787,95,2,17
Spice Bazaar ,9/30/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4521,1.8%,82,16,1291,24,53610,60,2,23
Spice Bazaar ,10/1/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3204,2.0%,64,38,2417,10,21130,21,11,13
Spice Bazaar ,10/2/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5876,1.0%,61,9,550,17,20768,65,36,0
Spice Bazaar ,10/3/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4433,1.7%,76,34,2590,28,41174,43,13,10
Spice Bazaar ,10/4/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4758,1.3%,61,34,2049,14,30910,55,31,7
Spice Bazaar ,10/5/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4706,1.3%,59,40,2389,14,21130,64,9,27
Spice Bazaar ,10/6/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4932,1.0%,51,0,19,21,32359,42,16,27
Spice Bazaar ,10/7/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4063,1.1%,45,1,68,21,42623,48,11,0
Spice Bazaar ,10/8/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,6427,0.8%,51,15,747,17,23183,82,13,10
Spice Bazaar ,10/9/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4851,1.4%,66,45,2980,24,39121,30,4,20
Spice Bazaar ,10/10/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4207,1.7%,71,20,1430,10,23424,91,7,20
Spice Bazaar ,10/11/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3715,1.0%,38,43,1631,17,19681,54,25,23
Spice Bazaar ,10/12/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4577,1.5%,67,16,1082,7,20526,74,16,20
Spice Bazaar ,10/13/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,7718,1.6%,124,9,1158,17,29099,44,22,37
Spice Bazaar ,10/14/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5680,1.6%,89,18,1623,17,32118,71,18,17
Spice Bazaar ,10/15/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,6582,1.6%,108,18,1936,14,35257,75,25,13
Spice Bazaar ,10/16/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3867,1.8%,69,16,1084,14,27650,92,25,3
Spice Bazaar ,10/17/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4836,1.1%,55,9,497,28,42623,32,7,3
Spice Bazaar ,10/18/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,6782,1.3%,90,42,3795,10,17387,58,4,17
Spice Bazaar ,10/19/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5617,2.0%,110,33,3671,14,26322,30,13,20
Spice Bazaar ,10/20/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3689,0.9%,35,20,689,10,23062,64,18,3
Spice Bazaar ,10/21/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5006,0.7%,36,1,27,14,29824,46,9,20
Spice Bazaar ,10/22/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4422,1.5%,64,34,2219,14,37310,74,4,3
Spice Bazaar ,10/23/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4185,1.0%,41,1,61,21,39604,76,25,10
Spice Bazaar ,10/24/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,7141,1.1%,82,24,1956,21,33446,26,9,0
Spice Bazaar ,10/25/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5398,1.3%,68,21,1396,28,50109,87,7,3
Spice Bazaar ,10/26/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5735,0.9%,51,20,1027,14,13765,71,9,7
Spice Bazaar ,10/27/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,3508,1.4%,48,8,377,10,31273,21,11,3
Spice Bazaar ,10/28/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4373,1.0%,42,27,1152,24,55301,50,25,7
Spice Bazaar ,10/29/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,7163,1.4%,101,25,2576,17,28496,52,22,13
Spice Bazaar ,10/30/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4762,1.2%,57,0,21,10,6762,71,20,3
Spice Bazaar ,10/31/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5439,1.1%,58,5,282,10,25960,23,33,23
Spice Bazaar ,11/1/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,6586,1.2%,81,7,547,24,57233,73,33,17
Spice Bazaar ,11/2/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,6397,1.2%,77,22,1740,14,28979,59,31,20
Spice Bazaar ,11/3/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4100,1.5%,63,42,2640,28,58440,73,7,0
Spice Bazaar ,11/4/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5276,1.3%,71,6,425,10,6279,66,29,10
Spice Bazaar ,11/5/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,7060,1.7%,123,43,5281,7,16904,37,25,7
Spice Bazaar ,11/6/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,6375,1.6%,104,40,4190,24,32359,46,4,7
Spice Bazaar ,11/7/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,6923,1.7%,116,18,2048,24,39846,31,2,10
Spice Bazaar ,11/8/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,6249,0.9%,58,28,1654,14,26081,76,11,17
Spice Bazaar ,11/9/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5476,0.9%,48,5,251,21,35499,55,27,0
Spice Bazaar ,11/10/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,5247,1.6%,84,27,2235,17,21492,50,13,10
Spice Bazaar ,11/11/2023,Ahmedabad,Snapchat,Smartphone,Exclusive Sale,4403,1.4%,62,30,1863,14,11471,38,7,13
